run_id,candidate_id,fold,epoch,train_loss,macro_f1,weighted_f1,top1_accuracy,top5_accuracy,validation_loss
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,11,1.2781700475913722,0.3999879390274851,0.6562416341209375,0.6220832697880128,0.9267957907579686,1.295206130697177
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,12,1.0907789400437984,0.4165307277857207,0.6613099935020689,0.631996339789538,0.927710843373494,1.2445477602573545
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,13,0.9579686872842836,0.4088819215401573,0.6376934856390523,0.5928015860912003,0.9319810889126124,1.344881717975323
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,14,0.8369867196897182,0.4406410402645742,0.6873027053612656,0.6582278481012658,0.9425041939911544,1.1626603907117476
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,15,0.7480144066054647,0.4491944238485418,0.6997610587177931,0.6743937776422144,0.9449443342992222,1.1558519349648402
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,16,0.6307490591595812,0.4383654332539217,0.699300056923576,0.6722586548726551,0.9425041939911544,1.144539020382441
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,17,0.5886316408471364,0.470876398469475,0.7296884498473513,0.7077931981088913,0.954094860454476,1.0519484533713417
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,18,0.5217986584800046,0.4676012948933216,0.7268967947401732,0.7044380051852982,0.954094860454476,1.0829389817439592
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,19,0.4974176380692459,0.4704462279035681,0.7354031137531293,0.7146560927253317,0.9550099130700016,1.0741490779014735
task1-cnn-task1_cnn_mild_aug_balanced_weighted_v1-f4-s2753-89abf6776fe5,task1_cnn_mild_aug_balanced_weighted_v1,4,20,0.4886486268988469,0.4750527936880774,0.734377766779163,0.7143510751868233,0.953942351685222,1.0763819057207842
task1-cnn-task1_cnn_mild_aug_unweighted_v1-f0-s2753-f2c7e21f5564,task1_cnn_mild_aug_unweighted_v1,0,1,3.7239230283876745,0.0179065173717894,0.1688439400200262,0.2604913779948115,0.649778727300473,2.8127591151457567
task1-cnn-task1_cnn_mild_aug_unweighted_v1-f0-s2753-f2c7e21f5564,task1_cnn_mild_aug_unweighted_v1,0,2,2.4081343935757147,0.103603365146153,0.4501470907756533,0.4956508469403327,0.8344269800091562,1.868533003788728
task1-cnn-task1_cnn_mild_aug_unweighted_v1-f0-s2753-f2c7e21f5564,task1_cnn_mild_aug_unweighted_v1,0,3,1.6849387942290888,0.1801315281843763,0.5870991364672757,0.6215473828780711,0.8986723638028384,1.3788338842300267
task1-cnn-task1_cnn_mild_aug_unweighted_v1-f0-s2753-f2c7e21f5564,task1_cnn_mild_aug_unweighted_v1,0,4,1.2894025061188674,0.2454905209247941,0.6654523251603309,0.6868609797039524,0.9333129864184344,1.0922898243253047
task1-cnn-task1_cnn_mild_aug_unweighted_v1-f0-s2753-f2c7e21f5564,task1_cnn_mild_aug_unweighted_v1,0,5,1.0674583978769256,0.2657696650341165,0.7023785985017383,0.7263848618953151,0.9491835800396764,0.9886942236469344
task1-cnn-task1_cnn_mild_aug_unweighted_v1-f0-s2753-f2c7e21f5564,task1_cnn_mild_aug_unweighted_v1,0,6,0.9220572823431432,0.3211191674032932,0.7235556321388271,0.7387456126964749,0.9545246452006716,0.8801909559048139
