label,count,share,is_blank,column
10755,1,2.589868434683518e-05,False,id
10756,1,2.589868434683518e-05,False,id
10757,1,2.589868434683518e-05,False,id
10758,1,2.589868434683518e-05,False,id
10759,1,2.589868434683518e-05,False,id
10760,1,2.589868434683518e-05,False,id
10761,1,2.589868434683518e-05,False,id
10762,1,2.589868434683518e-05,False,id
10763,1,2.589868434683518e-05,False,id
10764,1,2.589868434683518e-05,False,id
10765,1,2.589868434683518e-05,False,id
10766,1,2.589868434683518e-05,False,id
10767,1,2.589868434683518e-05,False,id
10768,1,2.589868434683518e-05,False,id
10769,1,2.589868434683518e-05,False,id
10770,1,2.589868434683518e-05,False,id
10771,1,2.589868434683518e-05,False,id
10772,1,2.589868434683518e-05,False,id
10773,1,2.589868434683518e-05,False,id
10774,1,2.589868434683518e-05,False,id
10775,1,2.589868434683518e-05,False,id
10776,1,2.589868434683518e-05,False,id
10777,1,2.589868434683518e-05,False,id
10778,1,2.589868434683518e-05,False,id
10783,1,2.589868434683518e-05,False,id
10784,1,2.589868434683518e-05,False,id
10785,1,2.589868434683518e-05,False,id
10786,1,2.589868434683518e-05,False,id
10787,1,2.589868434683518e-05,False,id
10788,1,2.589868434683518e-05,False,id
10789,1,2.589868434683518e-05,False,id
10790,1,2.589868434683518e-05,False,id
10791,1,2.589868434683518e-05,False,id
10792,1,2.589868434683518e-05,False,id
10793,1,2.589868434683518e-05,False,id
10794,1,2.589868434683518e-05,False,id
10795,1,2.589868434683518e-05,False,id
10796,1,2.589868434683518e-05,False,id
10797,1,2.589868434683518e-05,False,id
10799,1,2.589868434683518e-05,False,id
10800,1,2.589868434683518e-05,False,id
10801,1,2.589868434683518e-05,False,id
10802,1,2.589868434683518e-05,False,id
10803,1,2.589868434683518e-05,False,id
10804,1,2.589868434683518e-05,False,id
10805,1,2.589868434683518e-05,False,id
10806,1,2.589868434683518e-05,False,id
10807,1,2.589868434683518e-05,False,id
10809,1,2.589868434683518e-05,False,id
10810,1,2.589868434683518e-05,False,id
10811,1,2.589868434683518e-05,False,id
10812,1,2.589868434683518e-05,False,id
10813,1,2.589868434683518e-05,False,id
10814,1,2.589868434683518e-05,False,id
10815,1,2.589868434683518e-05,False,id
10816,1,2.589868434683518e-05,False,id
10817,1,2.589868434683518e-05,False,id
10818,1,2.589868434683518e-05,False,id
